6802,0,0,1,0
6821,0,0,2,5
6989,0,0,2,0
6992,0,0,2,0
7551,0,0,2,0
7592,0,1,1,2
7615,0,0,2,0
7623,0,1,3,4
7688,0,1,1,2
7796,0,0,1,0
7797,1,2,4,1
7802,0,1,1,2
7839,1,2,0,3
7840,1,2,0,3
7842,0,0,2,5
7848,0,0,2,5
8029,0,0,1,2
8152,0,0,2,0
8217,0,0,2,0
8275,0,0,1,2
8319,0,0,2,0
8353,0,1,1,2
8391,1,2,4,1
8404,1,2,4,1
8450,1,2,4,1
8480,1,2,0,1
8485,1,2,4,1
8487,1,2,0,3
8488,1,2,4,1
8490,0,0,4,1
8562,0,0,1,2
8677,0,1,3,2
8703,1,2,3,4
8706,1,2,0,3
8823,0,0,2,5
8913,1,2,4,1
9000,0,1,1,2
9026,0,0,2,0
9061,0,0,2,5
9062,1,2,0,3
9063,0,0,2,5
9064,0,1,4,1
9067,0,1,3,4
9068,0,0,2,0
9112,0,1,1,2
9115,0,1,1,2
9163,0,1,1,2
9255,0,0,2,5
9258,1,2,0,3
9352,0,0,2,5
14460,0,1,1,2
14496,0,0,2,5
14515,0,1,1,2
14555,0,0,1,2
14564,0,0,2,5
14581,0,0,2,0
14592,1,2,0,4
14626,0,1,3,4
14638,0,0,2,0
14639,0,0,2,5
14649,0,1,1,2
14652,0,1,1,2
14759,0,0,2,5
14800,0,1,1,2
14812,0,1,3,4
14857,0,0,2,0
14861,0,0,1,2
14912,0,0,2,0
14996,0,1,1,2
14997,0,0,2,0
15103,1,2,4,1
15159,0,1,1,2
15162,0,1,3,2
15164,0,0,2,5
15173,0,1,3,2
15175,0,0,1,2
15187,0,1,3,4
15191,0,0,2,5
15205,0,0,2,0
15216,0,0,2,0
15218,0,1,1,2
15220,0,0,2,5
15317,1,2,4,1
15326,0,1,1,2
15327,0,0,1,2
15339,0,0,2,5
15364,1,2,0,3
15379,0,0,1,2
15418,0,0,2,5
15444,1,2,0,3
15481,1,2,0,3
15490,1,1,3,4
15497,0,1,1,2
15509,1,2,0,3
15510,1,1,3,4
15514,0,0,2,5
15516,0,0,2,5
15537,0,1,1,2
15538,1,2,4,1
15544,0,1,1,2
15561,0,0,2,0
15631,0,0,2,0
15766,0,0,2,5
15800,0,1,1,2
15823,0,1,4,2
15847,0,1,1,2
15852,0,0,2,0
15855,0,1,1,2
15898,1,2,0,3
15958,1,1,3,4
15961,0,0,2,5
15973,0,0,1,0
15992,1,1,3,4
16018,1,1,3,4
16022,1,2,0,3
16026,1,1,3,4
16050,0,1,1,5
16065,0,1,1,2
16070,0,1,3,4
16242,1,2,0,3
16294,0,1,1,2
16310,0,0,1,2
16317,1,2,0,3
16333,0,0,1,2
16372,1,2,0,3
16392,1,2,4,1
16412,0,0,2,0
16426,1,1,4,1
16429,1,2,4,1
16430,0,1,1,2
16444,0,0,1,0
16445,0,0,2,0
16487,0,1,3,4
16488,0,0,2,0
16498,0,1,1,2
16507,1,2,0,3
16514,1,2,0,3
16515,1,0,4,1
16519,1,2,4,1
16521,1,2,0,3
16523,0,1,3,2
16525,1,2,0,1
16526,1,2,0,3
16534,1,1,3,4
16537,0,1,1,2
16547,0,1,1,2
16561,1,2,4,1
16590,0,0,1,2
16591,1,2,4,1
16607,0,1,1,2
16792,1,2,3,4
16811,0,0,2,5
16823,0,1,1,2
16828,0,1,1,2
16848,0,0,1,2
16863,0,0,1,2
16869,0,0,2,5
16873,0,0,2,0
16888,0,0,2,0
16918,0,0,1,2
16926,1,2,4,1
16948,0,0,1,2
16993,0,1,3,2
17030,0,0,2,0
17047,0,1,1,2
17055,0,0,2,5
17134,0,0,2,0
17176,0,0,1,0
17259,0,1,1,2
17263,0,0,2,5
17296,0,0,1,0
17314,1,2,3,4
17319,1,2,4,1
17359,0,0,2,5
17360,0,1,1,2
17362,0,0,1,0
17385,1,2,0,3
17410,0,1,1,2
17414,0,1,1,2
17429,0,0,1,0
21836,0,0,2,0
21884,0,0,2,5
21910,0,0,2,0
21958,0,1,1,2
21979,0,1,3,2
22070,0,1,1,2
22097,0,0,2,0
22169,0,0,2,0
22170,0,1,1,2
22175,0,0,1,2
22178,0,0,1,0
22345,0,1,3,4
22352,0,0,1,5
22356,0,1,3,2
22486,0,0,1,2
22651,0,0,2,0
22741,0,1,3,4
22758,0,0,2,0
22779,0,0,2,5
22790,0,0,1,0
22805,0,1,3,4
22834,1,1,3,4
22839,0,1,3,2
22844,1,2,3,4
22859,0,1,3,2
22868,0,0,1,2
22887,1,2,3,4
22932,0,1,1,2
22933,0,0,1,0
22962,0,1,1,2
23075,1,2,3,4
23225,1,2,0,3
23247,0,0,2,5
23337,1,1,3,4
23342,0,0,2,0
23434,0,1,4,1
23456,1,2,4,5
23495,0,0,2,0
23498,0,1,3,4
23499,0,1,1,2
23519,0,0,2,5
23565,1,2,3,4
23578,0,1,1,2
23591,0,0,2,5
23593,0,0,2,5
23668,0,0,2,0
23669,0,0,2,0
23710,0,0,2,0
23711,0,0,2,0
23737,1,2,4,1
23746,0,1,1,2
23865,0,0,2,5
23868,0,0,2,0
24013,0,1,3,4
24031,0,0,1,2
24044,0,0,1,0
24058,0,0,2,0
24103,0,0,1,2
24155,0,0,2,0
24207,0,1,1,2
24289,0,0,1,2
24399,0,0,2,5
24414,0,0,1,2
24433,0,1,1,2
24497,0,0,1,0
28654,0,1,1,2
28709,0,0,1,0
28725,0,0,2,5
28736,0,1,1,2
28737,0,0,2,0
28738,0,1,3,4
28741,0,0,4,5
28742,0,0,2,0
28743,0,0,2,0
28770,0,0,1,2
28790,0,1,3,4
28798,0,0,1,2
28837,0,1,1,2
28860,0,1,3,2
28864,0,0,2,0
30346,0,1,3,4
30377,0,0,1,0
30382,0,0,2,5
30395,0,1,3,2
30500,0,1,3,2
30597,0,1,1,2
30664,0,1,1,2
30731,0,1,4,1
30784,0,0,1,5
30786,1,2,3,4
30815,0,0,2,0
30890,0,1,3,4
30911,1,2,0,3
30913,1,2,4,1
30914,1,2,4,1
30916,1,2,0,3
30918,1,2,4,1
30937,0,0,1,0
31129,0,0,2,0
31353,0,0,4,5
31435,0,0,1,2
31452,0,1,1,2
31480,0,0,2,0
31509,0,0,1,2
31520,1,1,3,4
31525,1,2,0,3
31606,0,0,2,0
31620,1,2,3,4
31634,0,0,2,0
31671,0,0,1,0
31725,0,0,2,0
31726,0,0,2,0
31790,0,1,1,5
31873,0,1,3,4
31957,0,0,2,5
32136,0,0,2,0
32249,0,0,1,0
32274,0,0,1,2
32295,0,0,1,0
32322,0,1,1,2
32357,0,0,1,0
32362,1,1,3,4
32368,0,0,2,5
32425,0,0,1,2
32570,0,0,1,5
32676,0,1,3,4
36850,0,0,2,5
36855,0,1,4,1
36861,1,1,4,1
36864,0,1,1,2
36867,0,1,3,4
36880,1,2,0,3
36881,1,2,4,1
36894,0,1,3,2
36910,1,2,4,1
36915,1,2,4,1
36923,0,1,1,2
36956,0,0,2,0
36981,0,1,1,2
36997,0,0,2,5
37017,0,1,1,2
37049,0,0,1,0
37050,0,1,1,2
37051,0,1,1,2
37063,1,2,4,1
37064,1,2,3,4
37077,0,0,2,0
38963,0,1,3,2
38985,0,1,1,2
38992,0,1,3,4
38993,0,1,1,2
38994,0,1,1,2
38995,0,1,3,2
38997,1,2,4,1
39003,0,1,1,2
39004,0,0,2,5
39039,1,2,4,1
39057,1,2,0,3
39059,1,2,4,1
39108,0,0,2,0
39131,0,0,1,5
39132,0,1,1,2
39145,0,1,3,2
39148,0,1,1,2
39161,0,1,1,2
39179,0,0,1,0
39180,0,1,1,2
39224,0,0,2,5
39263,0,1,3,4
39322,0,1,1,2
39341,0,1,1,2
39342,0,1,1,2
39365,0,0,4,5
39373,0,0,1,0
39594,0,1,1,2
39602,0,0,1,0
39649,0,0,2,0
39657,0,0,2,5
39671,1,2,4,5
39742,0,0,4,5
39756,0,0,2,0
39820,1,1,4,1
39821,0,1,1,2
39848,0,1,1,2
40096,0,1,1,2
40164,1,2,3,4
40172,0,1,1,2
40197,1,2,4,1
40278,1,2,3,4
40283,0,1,1,2
40420,0,1,1,2
40453,0,1,3,4
40464,0,0,2,0
40482,0,1,1,2
40663,0,1,1,2
40765,0,0,2,5
40783,0,1,1,2
40800,0,0,2,0
40830,1,2,0,3
40843,0,0,1,0
40871,0,1,3,4
40872,0,0,1,2
40916,0,1,3,4
40984,0,1,1,2
41075,0,1,1,2
41144,0,1,3,4
41148,0,0,2,0
41163,0,1,4,1
41164,0,0,1,2
41165,0,0,2,0
41173,0,0,2,5
41232,0,1,4,1
41295,1,2,4,1
41302,0,1,3,4
41307,0,1,1,2
41317,0,0,2,0
41319,0,0,2,5
41340,0,0,1,5
41354,0,1,1,2
47203,0,0,1,2
47214,0,1,1,2
47215,0,0,2,0
47217,1,1,3,4
47223,0,0,2,5
47224,0,0,2,5
47228,0,0,1,2
47243,1,2,4,4
47245,0,1,1,2
47246,0,1,1,2
47251,1,2,4,1
47254,1,2,0,3
47257,1,2,4,1
47258,1,2,0,4
47269,0,0,4,1
47276,0,1,1,2
47277,0,0,1,2
47281,0,1,4,1
47286,0,0,2,0
47290,0,0,2,5
47293,1,2,0,3
47295,1,2,4,1
47301,0,0,2,5
47312,0,0,1,2
47342,0,1,3,4
47369,1,2,0,3
47376,1,2,4,1
47395,1,1,3,4
47406,0,0,2,5
47447,0,0,2,5
47460,1,1,3,4
47464,0,1,1,2
47493,0,1,1,5
47500,0,1,1,2
47535,0,0,1,2
47577,0,1,1,2
47617,1,2,4,5
47652,0,1,1,2
47674,1,2,0,3
47686,1,2,3,4
47711,0,0,1,5
47725,1,2,4,1
47753,1,2,3,4
47761,0,0,1,2
47765,0,1,1,2
47780,0,0,2,0
47808,0,1,1,2
47832,1,1,3,4
47836,0,0,1,0
47856,1,2,3,4
47862,0,1,3,2
47939,0,1,1,2
47959,0,0,1,0
47966,0,0,1,2
48004,1,2,0,1
48010,1,2,0,3
48016,1,1,3,4
48026,0,0,1,2
48034,0,1,1,2
48036,0,1,1,2
48040,1,2,0,3
48049,1,2,0,3
48050,1,2,4,1
48051,0,1,1,2
48053,1,2,4,1
48099,1,2,0,3
48100,1,2,0,3
48118,0,1,3,4
48121,0,1,1,2
48122,0,1,1,2
48143,0,1,3,4
48146,1,2,3,4
48164,1,1,4,1
48204,0,1,1,2
48265,0,0,4,5
48281,0,1,1,2
48312,0,1,1,2
48333,0,1,1,2
48401,0,0,2,5
48406,0,0,1,0
48422,0,1,1,2
48432,1,2,0,3
48539,0,1,1,2
48553,0,0,2,0
48576,1,0,4,5
48667,0,1,1,2
48723,0,1,3,4
48724,1,1,3,4
48734,1,2,4,1
48735,1,2,0,3
48740,0,1,3,2
48762,0,1,1,2
48804,0,1,1,2
48868,0,0,1,2
48956,0,1,1,2
48969,0,1,3,2
48976,0,0,2,0
49017,0,0,2,5
49167,0,0,2,0
49173,0,0,2,0
49204,0,0,2,0
49230,0,0,2,5
49258,0,1,1,2
49363,0,1,1,2
49524,0,1,1,2
49626,0,0,2,5
49631,0,0,1,0
49640,0,0,2,5
49664,0,1,1,2
49668,0,0,1,2
49670,0,0,1,2
49677,0,1,3,4
49692,0,1,1,2
49702,1,1,3,4
49706,0,0,2,5
49728,0,1,1,2
49729,1,2,0,3
49730,0,1,1,2
49732,0,0,2,0
49734,1,2,0,3
49753,0,0,1,0
49755,0,0,1,0
49784,1,2,0,3
49813,0,0,1,0
49830,0,1,1,2
49840,0,1,1,2
49849,0,0,2,5
49855,0,0,2,5
49857,0,1,1,2
49886,1,2,4,1
49929,0,0,1,2
53725,0,1,4,5
53727,0,1,4,5
53736,0,0,2,0
53740,0,0,2,5
53770,0,0,2,5
53771,0,0,2,5
53809,0,0,1,2
53810,0,0,1,2
53916,1,2,4,1
53933,0,0,2,0
53976,0,1,1,2
53977,0,1,3,2
53995,0,1,1,2
54102,0,0,2,5
54198,1,2,3,4
54200,1,2,0,3
54201,1,2,0,3
54202,1,2,0,3
54214,0,1,1,2
54216,0,0,1,0
54296,0,0,2,0
54332,0,1,4,1
54339,0,0,2,0
54358,0,0,1,5
54359,0,1,3,4
54382,0,0,2,5
54455,0,1,1,2
54554,0,0,2,5
54608,0,0,2,5
54828,0,0,2,0
54848,0,0,2,5
54895,1,1,3,4
54938,0,0,2,0
54941,0,0,1,2
55124,0,1,4,5
55141,1,2,4,1
55150,0,1,3,2
55160,0,0,2,5
55227,0,1,1,2
55287,0,0,2,0
55312,0,0,2,5
55333,0,0,1,0
55346,0,1,1,2
55358,0,0,2,5
55367,0,1,1,2
55372,0,1,1,2
55383,0,1,1,2
55448,0,1,1,2
55452,0,0,2,0
55470,0,1,3,2
55530,0,0,2,0
55648,0,0,1,2
55672,0,1,1,5
55684,0,1,1,2
55784,0,0,2,0
55860,0,0,1,5
55881,0,0,2,5
55882,0,1,3,4
55905,0,1,1,2
56055,0,0,2,5
56061,0,1,1,2
56064,1,2,3,4
56128,0,0,1,2
56181,1,2,4,4
56183,0,1,1,2
56213,0,1,1,2
56367,0,0,1,2
56439,0,1,1,2
62145,0,1,3,4
62197,0,0,2,5
62213,0,1,3,4
62233,0,1,1,2
62239,1,2,0,3
62241,1,1,4,5
62243,0,1,1,2
62244,1,2,0,1
62254,0,1,1,2
62280,0,1,1,2
62326,0,1,1,2
62330,0,1,1,2
62354,0,1,1,2
62364,0,1,3,4
62374,0,1,1,2
62381,0,1,1,2
62392,0,1,3,4
62406,0,1,1,2
62412,0,1,3,4
62420,0,1,1,2
62435,0,0,1,5
62439,0,0,2,5
62440,0,0,2,5
62442,0,1,1,2
62453,0,0,1,2
62464,0,1,1,2
62472,0,0,2,0
62593,1,1,3,4
62654,0,1,1,2
62663,0,1,1,2
62667,0,0,2,5
62717,1,2,3,4
62718,0,1,1,2
62785,0,0,1,2
62800,0,1,1,2
62833,0,0,1,0
62834,0,0,1,2
62954,0,0,1,0
63023,0,0,1,0
63027,1,2,4,1
63035,0,0,2,0
63036,0,0,1,2
63073,0,1,1,2
63084,0,0,2,5
63086,0,0,2,0
63087,0,1,3,4
63107,0,1,1,2
63122,0,1,3,4
63147,0,1,1,2
63163,0,1,1,2
63210,1,2,0,4
63211,1,2,4,1
63237,0,1,1,2
63244,0,1,1,2
63246,0,0,2,5
63275,1,2,0,3
63276,1,2,0,3
63277,1,2,4,1
63281,1,2,3,4
63302,1,2,3,4
63304,1,2,0,3
63305,1,2,0,3
63306,0,1,1,2
63311,0,1,1,2
63315,0,1,4,4
63329,0,1,1,2
63333,0,1,1,2
63344,0,1,4,1
63349,0,1,3,2
63359,0,0,2,5
63389,0,1,3,4
63401,0,0,1,0
63413,0,0,2,0
63438,0,0,2,5
63456,0,0,2,5
63673,0,0,1,0
63755,0,1,1,2
63764,0,1,1,2
63777,1,1,3,4
63779,1,1,3,4
63780,1,2,0,3
63819,0,0,1,0
63826,0,0,1,0
63827,0,0,2,0
63855,0,1,1,2
63882,0,0,1,2
63885,1,1,3,4
63927,0,1,1,2
63939,0,0,1,0
64087,1,1,3,4
64094,0,0,2,0
64127,0,1,1,2
64144,0,1,3,4
64145,0,1,1,2
64156,1,1,3,4
64166,0,0,2,0
64167,0,1,1,2
64171,0,1,1,2
64240,0,0,2,0
64284,0,0,2,5
64288,0,0,2,0
64302,0,0,1,0
64420,1,1,3,4
64553,0,1,3,4
64646,1,2,0,3
64660,0,0,2,5
64686,0,1,1,2
64687,0,0,1,5
64758,0,0,2,5
64771,0,0,4,5
64804,1,2,0,3
64893,0,0,1,0
64984,1,1,3,4
65075,1,2,0,3
65109,0,1,2,5
65237,0,1,1,2
65278,0,1,1,2
65338,0,1,1,2
65355,0,1,1,2
65359,1,1,3,4
65384,1,2,4,1
65401,0,1,1,2
65408,1,2,0,3
65410,1,2,4,1
65416,1,2,0,1
65418,0,1,1,2
65422,0,1,3,4
65433,0,1,1,2
65435,0,1,1,2
65445,0,0,2,5
69462,0,0,2,5
69513,0,1,3,4
69535,0,1,3,4
69551,0,1,1,2
69552,0,0,2,0
69566,0,0,2,5
69620,0,0,1,2
69652,0,0,1,2
69653,0,0,1,2
69740,0,1,4,5
69752,1,2,3,4
69753,0,0,2,0
69844,0,1,1,2
69864,0,0,1,2
69870,0,0,2,0
69890,0,0,2,0
69916,0,0,1,2
69983,0,1,3,4
69984,1,1,4,1
69986,1,2,0,3
70023,1,2,0,1
70036,0,0,2,5
70076,0,1,1,2
70107,0,0,1,0
70114,0,0,2,5
70115,1,2,4,1
70116,0,1,3,4
70117,0,1,3,4
70131,0,1,3,2
70204,0,0,1,0
70272,0,0,2,5
70378,0,0,1,0
70403,1,1,3,4
